20
0	-6	3	0	1	-4	-2	5	-16	5	-3	4	6	6	1	11	3	1	-14	-2
0	-5	-1	6	-4	-2	-3	3	-17	5	10	5	8	0	1	17	13	-4	-8	-3
0	3	1	2	-3	1	4	-6	-13	-6	2	1	8	3	3	7	11	1	-14	-1
0	-1	0	7	-2	0	-9	5	-9	5	-3	-1	0	4	-2	8	4	-5	-11	-3
0	-4	-3	3	-2	-2	2	4	-14	0	10	2	-2	-1	3	11	2	-6	-10	-2
0	-3	1	-1	-4	1	-2	-2	-12	-1	-1	3	9	2	-2	22	4	1	-6	-1
0	-2	4	5	0	2	4	-4	-16	-2	8	1	-2	-1	1	-1	13	4	-7	-2
0	-2	2	5	-5	5	-9	2	-5	2	3	5	-1	7	-2	12	0	-3	-12	-4
0	2	2	6	2	-2	-2	2	-19	-3	12	-3	6	7	2	15	15	-3	-10	-3
0	0	1	6	0	1	-1	5	-11	1	0	0	10	0	-1	13	15	-6	-9	-5
0	4	-1	11	5	3	8	0	-14	-1	-4	3	6	0	-3	5	8	-2	-10	-5
0	-7	-3	-1	-5	-1	10	-2	-5	2	-1	0	-3	2	5	18	14	-2	-14	-5
0	-1	1	-2	0	-2	-1	5	-17	5	5	2	9	3	-2	13	10	-5	-13	-7
0	-7	3	3	0	3	0	-1	-3	-1	-1	2	2	2	-2	20	0	3	-10	-4
0	-2	0	4	1	1	0	2	-19	5	7	2	3	3	0	9	15	-3	-7	-2
0	-2	0	0	-2	0	-2	-1	-16	3	5	1	4	3	-1	16	15	0	-9	0
0	-3	2	11	-1	-1	-3	2	-14	-6	4	5	5	-2	1	24	6	4	1	-5
0	0	2	-4	-4	1	5	-3	-4	2	-1	-1	3	0	-4	13	6	-2	-9	0
0	-7	-6	1	5	1	4	-2	0	4	-1	6	6	0	2	11	2	2	-13	-6
0	-1	5	-2	-5	2	-6	3	-8	-6	-1	6	12	0	4	10	3	-1	-14	-7
0	2	3	7	-2	0	-8	1	-19	1	5	-1	10	5	-7	16	15	2	-3	-3
0	-3	0	4	-5	0	-3	-5	-14	2	2	1	9	6	-3	10	10	0	-5	-2
0	-1	0	4	1	-2	1	5	-17	4	9	0	1	-2	-1	18	6	4	-7	1
0	2	1	3	-1	-2	0	3	-4	5	-5	2	7	-2	-2	23	12	-6	-6	0
0	-3	2	7	-2	-3	0	2	-10	-4	2	-3	0	1	-3	14	5	3	1	-7
0	-2	-3	7	1	2	6	3	-5	5	2	1	-3	2	0	6	11	-3	-14	-2
0	0	-2	1	1	-1	6	-4	-4	-3	1	3	5	-1	0	-1	0	-1	-10	2
0	-2	0	0	2	1	-1	2	-14	0	6	2	1	4	-1	10	15	-3	-2	1
0	-7	2	0	-1	1	3	1	-12	0	0	1	4	2	1	12	7	-2	-4	-1
0	-1	3	-4	-2	0	1	2	-18	2	7	1	8	4	1	10	11	2	-9	1
0	-6	4	3	3	-5	-5	0	-2	0	4	3	6	6	-2	24	9	-5	-8	1
0	3	3	9	-3	-2	6	5	-10	-3	-1	3	1	3	1	7	11	0	-9	1
0	-2	-5	5	-5	5	7	4	-10	0	0	-2	6	0	1	24	9	3	0	0
0	1	-2	3	4	0	0	0	-19	-2	8	3	11	1	3	13	8	4	0	-6
0	3	-3	2	1	1	4	5	-19	0	-1	6	4	2	1	6	12	4	-10	3
0	0	2	5	0	-3	1	2	-19	2	7	2	10	1	-2	10	7	2	-3	-2
0	-5	2	2	2	1	-4	-4	-5	5	-2	3	3	-1	1	15	12	4	1	0
0	2	-1	6	2	-1	0	-3	-3	0	1	0	0	4	1	11	11	4	-7	3
0	1	-3	7	3	0	2	5	0	2	2	1	-3	0	0	-1	0	-2	1	-3
0	-2	-4	7	-2	-3	2	-1	-13	-5	2	-3	4	2	4	6	10	1	-13	-7
0	0	2	-1	-2	-3	8	-5	-17	3	13	4	-1	-3	2	14	7	-3	-2	2
0	4	1	8	0	-1	7	0	-13	3	4	5	10	1	0	7	8	0	-6	-7
0	-3	5	7	-1	-1	0	-1	-17	1	8	4	4	-3	4	15	15	1	-2	0
0	-2	-3	6	1	-1	-5	2	-12	-2	14	3	9	7	-1	19	7	4	-3	-4
0	2	0	-1	5	-4	1	3	-15	-2	0	5	9	6	-1	17	9	0	-7	0
0	-5	-2	1	3	-1	8	2	-4	2	-1	3	0	-3	0	15	12	-3	-4	-7
0	-4	-2	0	-3	-2	2	5	0	-3	-1	0	1	1	4	19	1	1	-11	-4
0	-1	2	6	2	-2	-3	1	-1	1	2	5	8	1	-3	11	7	1	-7	-3
0	-2	-1	11	0	-1	-5	2	-19	4	1	-1	5	2	2	18	12	4	-5	-4
0	-2	3	3	4	-2	-1	-5	-11	0	1	-2	8	4	1	9	4	4	-8	2
0	-2	4	1	1	1	2	-2	-9	-4	1	2	-3	2	4	4	4	0	-5	-1
0	-3	4	2	-5	-5	9	-3	-14	-2	0	2	14	2	-2	24	15	-1	-8	-1
0	-3	1	-2	-2	-2	5	-5	-13	1	0	-1	0	-1	0	19	5	3	1	4
0	-2	-4	0	-5	-1	4	3	-4	-2	-1	-2	-2	3	3	7	10	-2	-10	-2
0	-2	3	6	2	0	-3	-2	-14	0	1	6	4	0	0	13	15	4	-2	0
20
25
0	35266	35549	35459	35052	35665	35203	35987	35398	34765	36215	36701	35707	35840	35562	29902	30101	30533	31205	30928
35552	9.99999e+008	1115	193	631	1265	1674	1851	132	1233	1036	1625	513	702	488	5935	6133	5715	6386	6111
35827	352	9.99999e+008	533	700	641	1241	1457	222	790	1267	1767	782	892	449	6211	6408	5990	6362	6386
35628	193	922	9.99999e+008	438	1072	1749	1926	312	1040	1229	1818	381	895	681	6011	6209	5791	6462	6187
35190	554	1049	687	9.99999e+008	1223	1312	1489	422	821	1582	2179	1055	1207	1042	5573	5771	5353	6024	5749
36065	938	586	1119	1249	9.99999e+008	719	896	808	1376	1852	2353	1368	1477	1035	6449	6647	6228	5721	6017
36193	1545	1193	1726	1374	697	9.99999e+008	961	1415	1189	2460	2960	1975	2085	1642	6568	6774	5968	5282	5578
35734	1836	1484	2017	1683	988	982	9.99999e+008	1706	1403	2751	3251	2266	2376	1933	5607	6000	5681	5481	5778
35684	132	1234	312	750	1384	1806	1983	9.99999e+008	1352	1168	1757	633	834	620	6067	6265	5847	6518	6243
35716	979	1212	1172	900	1357	1230	1621	1110	9.99999e+008	1886	2525	1418	1551	1196	6099	6297	5879	5649	5945
36474	1049	1681	917	1355	1858	2458	2674	1168	1957	9.99999e+008	1279	581	319	810	6857	7055	6637	7308	7033
36984	1593	2108	1591	2029	2358	2968	3184	1725	2516	674	9.99999e+008	1255	993	1320	7368	7566	7147	7818	7543
35999	574	1123	381	819	1383	1983	2199	633	1421	869	1474	9.99999e+008	536	335	6383	6581	6162	6833	6558
36238	847	1362	795	1233	1621	2221	2437	979	1769	375	1041	459	9.99999e+008	573	6621	6819	6400	7072	6796
35884	493	898	686	1107	1048	1648	1864	625	1196	843	1329	335	468	9.99999e+008	6267	6465	6046	6717	6442
30304	5583	5866	5776	5369	5982	5520	6304	5715	5082	6532	7018	6024	6157	5879	9.99999e+008	393	781	1453	1176
30862	5467	5750	5660	5253	5866	5404	6188	5599	4966	6417	6903	5908	6042	5763	906	9.99999e+008	1009	1648	1085
31051	5655	5939	5848	5441	6054	5593	6376	5787	5155	6605	7091	6096	6230	5951	940	872	9.99999e+008	837	455
31877	6433	6765	6626	6219	6661	6199	6925	6565	5932	7382	7868	6874	7007	6729	1766	1698	826	9.99999e+008	581
31441	5998	6281	6191	5784	6397	5935	6719	6130	5498	6948	7434	6439	6573	6294	1330	1215	390	563	9.99999e+008
0.2
0.2
