30
0	-5	4	-1	8	7	-1	0	1	2	-4	-1	-4	0	0	1	3	0	3	-2	2	1	0	2	1	1	1	-1	-7	-2
0	1	-7	-2	6	4	3	-2	-1	-1	0	-8	2	-5	-3	2	3	1	2	-1	1	0	0	4	-1	0	2	-1	-4	-1
0	-4	-1	-2	9	0	5	-1	-3	4	5	3	0	-5	-2	4	-1	0	-2	1	0	-2	0	2	0	0	-2	0	-7	2
0	-1	-7	-2	17	9	-2	-2	2	3	-3	0	-2	-3	-1	1	-5	0	3	0	-1	-1	0	0	0	0	1	0	2	-1
0	-2	1	0	3	4	-1	2	3	-1	1	-8	0	0	-2	-4	3	-3	3	0	0	2	0	2	1	0	0	0	0	0
0	1	-4	0	7	4	7	1	0	2	-8	-5	-4	0	0	0	-2	0	1	3	1	1	0	0	0	-1	2	0	0	0
0	-3	3	-4	5	5	-2	4	5	-2	-7	-3	0	-5	-1	1	1	-1	3	-1	3	2	0	2	0	0	-3	2	-2	2
0	1	-3	0	2	-3	2	1	1	-1	1	-3	-3	1	-1	-1	4	-1	4	2	1	0	0	5	0	0	-1	-1	2	2
0	-6	3	-3	1	3	2	3	-2	-2	-1	-5	-2	-3	3	2	-2	-1	0	-2	2	-1	0	-2	1	0	-1	0	-1	-1
0	5	-7	-4	11	10	-1	4	3	-3	-4	2	-2	-3	-3	-1	-3	-1	-1	-2	-2	0	0	-2	0	0	-2	0	-4	3
0	-1	-6	0	6	7	0	3	3	-4	3	1	-1	2	-1	1	-5	0	-3	3	6	0	0	-2	0	0	1	0	0	0
0	3	1	-1	2	0	2	3	4	0	-6	-4	-2	2	-6	4	4	3	2	0	-1	2	0	0	0	0	2	-1	-3	1
0	-4	-3	-5	-2	-3	-3	4	3	-1	3	-8	-6	2	-1	9	5	0	1	4	1	1	1	4	3	0	0	1	-5	-1
0	-1	-7	-2	8	6	-1	1	2	-3	-5	-3	-1	-5	0	1	1	1	1	-2	-1	1	0	4	1	0	-2	-1	2	2
0	-1	4	-6	1	6	-1	6	1	0	-8	1	-1	3	5	1	3	-1	0	-1	0	2	0	5	0	2	-2	0	-2	2
0	-4	1	-4	5	-2	0	7	3	-5	4	-9	-5	2	-4	1	-2	0	1	1	1	0	0	-1	0	0	2	-1	-4	2
0	0	-1	0	7	7	0	7	0	0	4	-1	-3	-3	2	2	1	0	3	-2	-1	1	0	-3	0	0	1	-1	-3	-6
0	-1	-3	-1	9	2	4	8	1	-1	1	4	2	1	2	0	-1	0	-1	3	0	0	0	2	0	0	1	0	0	5
0	2	1	0	4	7	5	-1	-1	0	5	-4	1	1	2	5	0	-1	4	0	1	1	1	-3	1	0	2	-1	1	-3
0	-3	0	-4	4	1	2	4	-1	2	-8	-1	-7	-2	-5	3	1	0	5	-2	3	2	0	-2	3	0	-2	0	-3	0
0	-2	-1	-2	0	6	3	-3	1	3	-2	3	1	-1	1	4	0	1	0	3	1	0	0	2	-3	-1	1	0	0	-1
0	-1	-1	-5	-2	6	6	5	4	0	-8	-10	-2	-3	-2	-3	0	-2	3	3	1	0	0	2	0	0	-1	0	-3	1
0	4	4	-6	7	5	2	5	-3	-2	5	-11	0	4	-2	1	-3	0	1	0	0	-1	-1	5	1	1	-3	0	-2	1
0	-3	1	0	10	0	-2	-2	1	-1	2	-10	2	-2	-1	3	-3	-2	1	1	0	0	2	3	0	0	0	0	-3	-3
0	-3	-4	4	6	8	-2	-1	0	1	-1	4	-2	0	1	0	-5	-3	2	2	3	1	0	0	0	-1	-3	0	-1	0
0	0	1	0	0	3	0	0	5	0	-4	-9	0	-1	-1	1	1	-1	1	0	1	0	0	2	1	1	-2	-1	-3	0
0	-3	-4	3	1	0	2	1	-1	0	-2	2	4	-2	0	2	-1	1	2	-1	0	2	-1	0	0	-1	2	0	-1	1
0	-2	-5	-4	2	4	4	0	3	1	-3	-2	-2	-1	-5	-2	0	0	1	0	-1	1	0	5	0	-1	2	1	-4	0
0	0	4	-1	4	7	2	3	3	-1	-4	-7	-3	-1	-4	0	4	0	-1	2	-1	3	1	3	0	0	0	-1	-2	-1
0	0	-1	0	11	1	2	-5	0	0	-6	4	2	-4	2	1	-1	4	1	-3	1	0	0	1	1	1	2	0	-3	-2
0	0	-7	-4	8	6	0	8	2	-2	0	-13	-3	-6	-3	-5	-7	1	-4	3	0	-1	1	1	0	0	-2	1	1	-1
0	0	-4	3	14	6	5	-1	0	1	-2	-3	-4	-1	0	2	0	0	0	1	0	0	0	-6	0	0	4	0	1	-2
0	0	-1	0	2	3	3	1	2	1	-4	0	-4	2	1	2	-1	2	-1	2	1	2	0	1	2	0	2	-1	1	2
0	-2	-7	-2	2	6	2	2	-2	0	-5	0	-2	-1	0	7	-3	-3	0	0	1	1	0	2	0	0	2	0	-4	1
0	0	-1	0	-2	4	6	4	1	-2	-5	-1	-2	0	0	4	1	1	-1	0	3	0	0	3	-1	0	0	0	0	4
0	-3	2	4	4	5	2	5	0	2	-6	-1	-1	0	-3	5	0	0	0	4	2	0	0	0	-1	0	0	0	-1	-2
0	-4	0	-6	10	1	0	3	6	0	-9	-4	-1	1	-3	-4	-5	0	0	1	0	1	0	0	-1	0	0	-1	0	2
0	1	-4	0	2	0	3	0	0	-2	-1	1	0	-3	4	0	0	-3	1	-3	4	2	3	3	0	0	0	0	-1	2
0	-2	-7	2	15	6	0	-4	-5	-1	4	-7	3	2	2	3	-5	0	1	1	0	2	0	-1	0	0	3	0	-3	0
0	-4	1	-5	11	0	1	-1	4	7	0	-2	-3	-2	0	-1	-2	-2	1	4	0	1	0	1	0	0	0	0	0	1
0	-1	1	0	5	5	3	3	7	1	-1	-9	-1	1	-3	4	2	-1	2	1	0	1	0	3	1	0	1	0	-4	1
0	1	3	-4	2	-2	-4	-2	2	0	0	4	-2	-5	2	0	-1	0	5	-1	0	1	0	4	0	0	-1	0	1	-3
0	-1	2	-4	2	4	2	0	1	0	3	-8	1	-3	1	8	-1	0	-2	2	1	0	-1	2	0	0	0	-1	-3	1
0	-3	-3	-4	7	0	5	1	1	1	-11	0	-2	4	1	3	-4	1	0	1	0	-1	0	3	1	0	0	-2	-3	1
0	0	-7	2	14	-4	5	1	-3	0	-3	-4	0	1	-2	-2	3	0	0	-2	0	-1	2	2	0	0	0	0	0	2
0	1	4	5	7	4	-1	4	-3	0	1	0	-5	-3	1	1	-3	0	0	2	0	1	0	-1	0	0	2	0	-2	-1
0	-4	-3	0	14	-1	-1	2	2	2	1	0	1	1	-1	-2	-2	1	0	0	1	-1	0	3	0	0	1	0	1	-1
0	-5	0	-2	12	-2	0	-3	1	-2	-3	0	-6	-1	4	-1	1	-3	-2	2	1	0	0	1	0	0	0	1	-4	2
0	-2	4	0	9	6	8	3	-3	2	-12	-2	0	-2	-2	2	0	-1	0	3	1	0	0	-1	0	-1	1	1	1	1
0	1	-7	0	11	2	4	3	1	-2	-14	-5	-3	5	-1	4	-1	1	1	0	0	2	-1	1	0	0	-1	1	-5	1
0	-2	1	-2	9	1	2	3	1	-4	-3	-1	-6	-1	-2	-2	-1	0	2	-2	1	0	0	3	0	0	2	1	2	-4
0	2	2	4	7	-2	0	2	2	-2	4	-3	-1	-1	0	2	2	-2	0	0	1	0	0	2	0	0	1	-1	0	-1
0	-2	1	5	1	-1	-4	-1	-4	-1	1	4	-1	-1	4	0	0	0	1	2	-2	0	2	2	-1	2	3	-1	-3	-2
0	3	4	-4	8	-4	2	5	0	0	-6	-8	-2	0	-1	-3	0	-1	-1	2	1	1	0	5	2	-1	4	0	2	0
0	-4	-1	-3	7	5	5	-2	7	1	-11	-6	-3	-2	-1	1	0	1	0	0	0	0	-1	4	1	0	1	-1	-1	0
0	0	-7	-6	-2	1	0	0	0	-2	-2	-2	-1	-4	-2	7	-2	1	-1	2	1	1	0	4	0	0	0	-1	-3	1
0	0	2	2	5	0	2	1	2	-4	-3	1	-5	-6	-1	6	-2	3	0	-1	0	0	0	0	-1	0	1	1	-3	1
0	-3	-3	-3	10	0	0	5	-1	-1	-2	-5	-2	-5	-4	3	0	1	2	0	1	0	1	4	1	0	0	1	-5	0
0	2	4	2	2	5	3	-3	1	-2	-5	-7	1	0	-2	2	0	0	-1	-2	2	0	-1	-4	-2	0	2	1	3	-1
0	-4	-4	4	17	5	9	3	2	-4	-4	4	-2	0	-2	8	-2	-1	-1	-1	-1	1	0	4	0	0	1	0	-3	2
0	-3	2	-4	5	3	9	1	1	3	-14	-5	1	5	-2	-2	-6	0	5	3	-1	0	0	2	0	0	0	0	-1	-1
0	1	-5	-3	14	0	3	3	3	1	-10	-14	0	-2	0	3	-2	0	2	1	2	1	-1	3	1	0	0	0	-1	2
0	0	-7	-2	9	3	6	3	-1	3	-9	-6	0	-3	0	7	-4	-1	-4	3	0	0	0	2	1	0	2	0	-6	1
0	-2	-7	-5	13	4	-2	1	0	1	-9	-10	-5	-2	-2	-5	2	0	-1	2	3	1	-1	4	0	0	0	1	-3	0
0	1	-3	1	4	1	0	9	-2	0	-10	-4	-2	1	0	0	-2	1	-1	-1	0	-2	1	2	1	0	1	1	-7	-4
0	5	-4	-2	9	2	1	-3	-1	0	2	1	-2	-3	-5	5	0	0	1	0	-2	1	0	1	0	0	-2	-1	0	-6
0	1	4	4	12	4	9	-2	-1	0	-11	4	0	-1	1	2	-1	-4	2	0	-2	-4	0	-1	0	1	1	-1	4	-1
0	-1	-2	-3	5	1	9	2	-1	-1	-10	0	4	0	4	0	-4	1	1	2	-2	1	-1	-1	1	0	1	0	1	2
0	-1	-1	-3	12	5	8	3	-1	1	-6	-6	-1	-6	1	6	0	1	4	-2	-1	-1	0	1	1	0	1	0	-3	1
0	1	4	4	8	2	-1	-5	3	0	-5	-5	-3	0	-1	-7	-3	0	-2	1	0	0	0	1	1	0	2	0	-2	1
0	-3	-3	0	2	-3	5	2	0	0	-4	-1	1	-1	1	1	-1	0	1	0	-1	-1	0	0	2	0	-1	1	1	2
0	-1	3	4	13	5	4	3	0	-5	-6	-1	-1	-5	1	-1	-6	1	0	-2	0	0	-1	-1	0	0	2	-1	4	-1
0	4	-3	-1	14	11	8	2	1	4	-5	4	-1	-4	1	4	6	-1	0	0	1	1	0	1	0	0	0	0	-4	0
0	-1	-7	2	7	10	0	4	-2	-4	-4	3	-1	3	1	4	-3	-1	0	1	-1	-1	0	5	0	0	1	0	-1	-1
0	-2	3	-2	3	-2	0	0	0	2	1	-1	-1	-2	1	-3	-2	-1	0	2	0	0	0	3	1	0	1	-1	2 5
30
20
0	30848	32042	32428	41965	41552	40710	40982	41174	40197	40144	41729	31123	32068	31184	36709	35156	35312	37483	37034	36490	34680	38148	37015	35961	34855	35766	37844	32370	35320
31324	9.99999e+008	1194	1860	12943	12530	12043	11960	11769	11555	11502	11272	275	2781	3888	8447	4567	4654	6635	6186	5642	3832	7300	6167	5113	4007	4918	6996	3143	5309
32412	1526	9.99999e+008	1178	12235	11822	11358	11252	11061	10845	10792	10564	958	2099	3207	7738	4628	3945	5926	5478	4934	3122	6592	5459	4405	3298	4208	6288	2461	4627
32781	1894	903	9.99999e+008	13138	12725	12261	12155	11964	11748	11695	11467	1325	1518	2625	8641	4234	4846	6668	6381	5837	4023	7495	6362	5306	4199	5110	7191	1878	4044
42169	13316	12263	13441	9.99999e+008	414	1481	983	1438	1770	2354	2036	13068	13311	12934	5575	10537	9212	6854	7656	7332	9928	6437	7578	8010	9474	9628	6381	12715	11297
41756	12903	11850	13028	414	9.99999e+008	1067	570	1025	1357	1941	1622	12655	12898	12521	5161	10124	8799	6441	7243	6919	9515	6024	7165	7597	9061	9215	5967	12302	10884
41128	12546	11272	12450	1492	1078	9.99999e+008	1007	1462	513	1099	2060	12230	12184	11682	4318	9544	8219	5597	6399	7356	8937	6461	7602	7178	9498	9652	6405	11674	10040
41186	12333	11280	12458	983	570	1016	9.99999e+008	455	787	1371	1053	12085	12328	12201	4592	9554	8229	5871	6673	6349	8945	5454	6595	7027	8491	8645	5398	11732	10314
41396	12162	11109	12287	1266	853	1299	283	9.99999e+008	996	1201	882	11914	12495	12410	4801	9383	8058	6080	6882	6178	8774	5284	6425	6856	8321	8475	5227	11990	10198
40615	12249	10974	12152	1768	1355	513	785	977	9.99999e+008	586	1574	11779	11757	11414	4020	9246	7921	5300	6102	7134	8639	5976	7380	6880	9013	9167	5919	11161	9527
40477	12110	10836	12014	2354	1941	1099	1371	1267	586	9.99999e+008	1585	11640	11528	11275	3882	9108	7783	5161	5963	7265	8501	5988	7433	6742	9025	9180	5932	11022	9389
41980	11783	10730	11908	1952	1539	1984	969	777	1682	1503	9.99999e+008	11535	12115	12680	5385	9004	7679	6664	7142	5799	8395	4904	6045	6476	7941	8095	4847	11610	9819
31788	901	958	1622	13090	12677	12215	12107	11916	11702	11648	11419	9.99999e+008	2544	3652	8594	5261	4801	6780	6333	5789	3978	7447	6314	5259	4154	5065	7143	2905	5071
32816	2831	1965	1210	12907	12494	11794	11924	11733	11306	11253	11236	2535	9.99999e+008	1197	8199	3711	3729	6145	6151	5606	4670	7264	6131	5076	5240	6151	6960	596	3521
31619	4157	3425	2692	12785	12371	11521	12226	12418	11466	11412	12306	4017	1555	9.99999e+008	7575	4643	4799	7075	7221	6676	5741	8334	7201	6146	6310	7221	8030	1857	4453
37309	8943	7667	8845	5634	5221	4379	4651	4843	3891	3837	5422	8472	8359	8924	9.99999e+008	5941	4616	1994	2796	4096	5332	5477	4344	3573	6307	6557	5060	7854	6220
35799	4892	3840	4352	10499	10086	9244	9516	9329	8756	8703	8832	4798	3615	4180	5649	9.99999e+008	1325	3595	3747	3202	1506	4860	3727	2672	2493	3404	4556	3109	914
35481	4593	3541	4698	9178	8765	8277	8195	8004	7789	7736	7507	4345	4940	5505	4682	1325	9.99999e+008	2870	2422	1877	1205	3535	2402	1347	2194	3104	3231	4434	2140
38273	6949	5895	7073	6904	6491	5649	5921	6112	5161	5108	6693	6700	6587	7152	2054	4169	2844	9.99999e+008	802	2324	3560	3705	2572	1803	4535	4785	3288	6082	4448
37810	6486	5433	6611	7594	7181	6339	6611	6802	5851	5798	7383	6238	6125	6690	2744	3707	2382	690	9.99999e+008	1862	3098	3243	2110	1339	4073	4323	2826	5620	3986
37308	5984	4931	6109	7301	6888	7334	6318	6127	7105	7072	5630	5736	6820	7385	4017	3205	1880	2203	1756	9.99999e+008	2596	1658	525	678	2211	2499	1354	6314	4020
35068	4180	3127	4284	9881	9468	8980	8898	8707	8493	8439	8210	3932	4625	5190	5385	1506	1592	3571	3124	2580	9.99999e+008	4238	3105	2050	1096	2007	3934	4120	2322
38666	7342	6290	7447	6452	6038	6484	5469	5277	6182	6001	4780	7094	8216	8781	5502	4869	3544	3690	3243	1664	4077	9.99999e+008	1445	2342	3037	3785	948	7711	5684
37837	6513	5461	6618	7504	7091	7537	6521	6330	7308	7335	5832	6265	7350	7915	4548	3736	2411	2734	2287	531	3127	1445	9.99999e+008	1209	2208	2496	1556	6845	4551
36778	5454	4402	5580	7979	7566	7224	6996	6805	6737	6684	6307	5206	6290	6855	3629	2675	1350	1815	1368	678	2066	2335	1202	9.99999e+008	2889	3177	2031	5784	3490
35629	4305	3253	4410	9835	9421	9867	8852	8660	9424	9371	8163	4057	5218	5781	6317	2437	2524	4503	4056	3082	1040	3383	2551	2982	9.99999e+008	1299	4107	4712	3254
36122	4798	3745	4902	9278	8864	9310	8295	8103	9008	8827	7606	4550	5708	6272	6021	2927	3014	4207	3760	2004	1531	2826	1994	2681	493	9.99999e+008	3319	5203	3745
38810	7486	6433	7611	6500	6087	6532	5517	5325	6230	6051	4828	7238	7268	7833	4554	4707	3382	2742	2295	1502	4098	658	1748	2179	3673	4001	9.99999e+008	6763	5129
33037	3203	2337	1582	12434	12021	11222	11451	11260	10734	10681	10763	2907	596	1418	7627	3140	3256	5573	5678	5133	4196	6791	5658	4603	4767	5678	6487	9.99999e+008	2950
35158	5330	4464	3710	10366	9953	9111	9383	9574	8623	8570	9610	5034	2974	3539	5516	914	2140	3462	3813	3980	2322	5602	4228	3487	3310	4221	4944	2469	9.99999e+008
0.2
0.2
